type,tag,location,startH,startM,startS,endH,endM,endS
0,'n4gK','Roboter',10,14,57,10,42,59,
0,'ox0d','Dornerei',10,15,0,10,20,53,
0,'lwFq','Funken',10,15,1,10,22,57,
0,'pMaq','Roboter',10,21,37,11,0,14,
0,'lwFq','Roboter',10,22,57,10,37,1,
0,'Xgti','Funken',10,24,59,10,37,1,
0,'ox0d','Dornerei',10,25,0,10,30,53,
0,'ox0d','Stanzen',10,30,53,11,3,0,
0,'Xgti','Funken',10,37,1,11,8,59,
0,'lwFq','Funken',10,37,1,11,6,57,
0,'Hf6q','Roboter',10,40,17,10,50,21,
0,'n4gK','Funken',10,42,59,12,24,54,
0,'Hf6q','Funken',10,50,21,11,5,34,
0,'pMaq','Stanzen',11,0,14,11,5,37,
0,'ox0d','Stanzen',11,4,54,11,15,0,
0,'lwFq','Roboter',11,6,57,11,15,1,
0,'Hf6q','Funken',11,7,1,11,22,54,
0,'Xgti','Funken',11,8,59,11,29,1,
0,'ox0d','Dornerei',11,15,0,11,20,54,
0,'lwFq','Funken',11,15,1,11,20,57,
0,'pMaq','Stanzen',11,16,54,11,23,1,
0,'LLz2','Stanzen',11,18,54,11,35,0,
0,'ox0d','Stanzen',11,20,54,11,27,0,
0,'lwFq','Roboter',11,20,57,11,29,1,
0,'Hf6q','Stanzen',11,22,54,11,49,41,
0,'pMaq','Funken',11,23,1,11,29,34,
0,'ox0d','Dornerei',11,27,0,11,34,54,
0,'Xgti','Funken',11,29,1,12,14,59,
0,'lwFq','Funken',11,29,1,11,34,57,
0,'pMaq','Stanzen',11,32,54,11,44,21,
0,'LLz2','Dornerei',11,35,0,13,4,54,
0,'ox0d','Dornerei',11,37,0,12,16,54,
0,'lwFq','Roboter',11,38,57,12,29,1,
0,'pMaq','Funken',11,44,21,11,54,54,
0,'Hf6q','Funken',11,49,41,11,59,34,
0,'pMaq','Stanzen',11,54,54,12,21,1,
0,'Hf6q','Stanzen',11,59,34,12,6,57,
0,'Hf6q','Stanzen',12,11,34,12,18,57,
0,'Xgti','Funken',12,14,59,12,21,1,
0,'ox0d','Stanzen',12,16,54,13,5,0,
0,'Hf6q','Roboter',12,18,57,12,26,54,
0,'Xgti','Funken',12,21,1,12,48,59,
0,'pMaq','Funken',12,21,1,12,52,57,
0,'Hf6q','Stanzen',12,26,54,12,37,41,
0,'lwFq','Funken',12,29,1,12,42,57,
0,'n4gK','Funken',12,30,59,12,51,1,
0,'Hf6q','Funken',12,37,41,14,3,38,
0,'lwFq','Roboter',12,42,57,14,51,1,
0,'Xgti','Funken',12,48,59,12,57,1,
0,'n4gK','Funken',12,51,1,13,38,59,
0,'Xgti','Funken',12,57,1,13,40,59,
0,'pMaq','Roboter',13,2,57,13,24,21,
0,'LLz2','Stanzen',13,4,54,13,11,0,
0,'ox0d','Dornerei',13,5,0,13,18,54,
0,'LLz2','Dornerei',13,11,0,15,6,55,
0,'ox0d','Dornerei',13,23,0,13,42,54,
0,'pMaq','Funken',13,24,21,13,52,58,
0,'n4gK','Funken',13,38,59,14,49,1,
0,'ox0d','Stanzen',13,42,54,17,59,1,
0,'Xgti','Funken',13,43,1,14,4,59,
0,'pMaq','Funken',13,57,1,14,11,38,
0,'Hf6q','Roboter',14,3,38,14,15,41,
0,'Xgti','Roboter',14,6,58,14,15,1,
0,'pMaq','Roboter',14,11,38,14,34,14,
0,'ofEz','Roboter',14,12,58,19,22,20,
0,'Xgti','Funken',14,15,1,14,20,59,
0,'Hf6q','Roboter',14,17,38,14,29,41,
0,'Xgti','Funken',14,28,59,14,35,1,
0,'Hf6q','Roboter',14,32,58,14,50,19,
0,'pMaq','Stanzen',14,34,14,15,35,38,
0,'Xgti','Funken',14,35,1,14,42,59,
