type,tag,location,startH,startM,startS,endH,endM,endS
1,'n4gK','Funken',4,19,1,4,37,4,
1,'n4gK','Funken',4,37,4,4,55,1,
1,'n4gK','Funken',4,55,1,5,17,4,
1,'n4gK','Funken',5,17,4,5,25,1,
1,'n4gK','Funken',5,25,1,5,39,4,
1,'n4gK','Funken',5,39,4,6,19,1,
1,'n4gK','Funken',6,19,1,6,29,6,
1,'n4gK','Funken',6,29,6,7,15,1,
1,'n4gK','Funken',7,15,1,7,21,4,
1,'n4gK','Funken',7,21,4,7,41,1,
1,'n4gK','Funken',7,41,1,8,33,4,
1,'n4gK','Funken',8,33,4,8,41,2,
1,'n4gK','Funken',8,41,2,10,1,4,
1,'n4gK','Funken',10,1,4,10,11,2,
1,'n4gK','Funken',10,11,2,10,39,5,
1,'n4gK','Funken',10,45,5,11,9,2,
1,'n4gK','Funken',11,13,5,11,31,2,
1,'n4gK','Funken',11,31,2,13,25,5,
1,'n4gK','Funken',13,31,5,13,45,2,
1,'n4gK','Funken',13,47,5,14,11,2,
1,'n4gK','Funken',14,11,2,15,9,5,
1,'n4gK','Funken',15,9,5,15,33,3,
1,'n4gK','Funken',15,33,3,15,47,5,
1,'n4gK','Funken',15,49,3,16,10,25,
1,'n4gK','Funken',16,10,25,16,56,23,
1,'n4gK','Funken',16,56,23,17,14,25,
1,'n4gK','Funken',17,14,25,17,32,23,
1,'n4gK','Funken',17,32,23,17,50,26,
1,'n4gK','Funken',17,50,26,18,16,23,
1,'n4gK','Funken',18,16,23,18,24,26,
1,'n4gK','Funken',18,24,26,18,44,23,
1,'n4gK','Funken',18,44,23,19,14,26,
1,'n4gK','Funken',19,16,23,19,48,26,
1,'n4gK','Funken',19,50,23,20,0,26,
1,'n4gK','Funken',20,4,23,22,40,26,
1,'n4gK','Funken',22,40,26,22,46,24,
1,'n4gK','Funken',22,46,24,23,54,26,
