type,tag,location,startH,startM,startS,endH,endM,endS
1,'ofEz','Funken',10,31,4,10,41,22,
1,'ofEz','Roboter',10,41,22,12,3,2,
1,'ofEz','Funken',12,3,2,12,17,22,
1,'ofEz','Funken',12,21,2,12,49,22,
1,'ofEz','Roboter',12,49,22,12,55,2,
1,'ofEz','Funken',12,55,2,13,19,5,
1,'ofEz','Funken',13,19,5,13,25,2,
1,'ofEz','Funken',13,33,2,14,10,58,
1,'ofEz','Stanzen',14,10,58,14,25,2,
1,'ofEz','Funken',14,29,2,15,14,58,
1,'ofEz','Stanzen',15,14,58,15,49,3,
1,'ofEz','Funken',15,49,3,16,0,19,
1,'ofEz','Funken',16,2,23,16,18,19,
1,'ofEz','Stanzen',16,18,19,16,24,23,
1,'ofEz','Funken',16,24,23,16,46,19,
1,'ofEz','Funken',16,48,23,17,10,19,
1,'ofEz','Stanzen',17,10,19,17,22,23,
1,'ofEz','Funken',17,22,23,17,28,19,
1,'ofEz','Stanzen',17,28,19,17,34,23,
1,'ofEz','Funken',17,34,23,18,6,26,
1,'ofEz','Funken',18,10,23,18,34,19,
1,'ofEz','Stanzen',18,34,19,18,40,23,
1,'ofEz','Funken',18,40,23,19,54,19,
1,'ofEz','Funken',19,56,23,21,38,20,
